id,script,inflection,comment,type,suppress
4044,"HOZ,HWW",m,,station,
4068,MKC,m,,station,
4086,RUG,m,,station,
4119,WFJ,m,,station,
4237,is the,m,,,
4239,is the delayed,m,,,
4245,the train now approaching platform,s,,,
4301,please note,m,,,
4306,thank you,w,,,
4329,this service has been reported to be full and standing,e,,,
4335,this train is fast to,s,,,
4395,were sorry to announce that the,s,,,
4416,is the,m,,,
4457,should cross via the footbridge to,m,,,
4459,and cross to,m,,,
4497,will be diverted to,m,,,
4515,and cross to,m,,,
4568,the train now approaching,s,,,
4576,will now depart from platform,m,,,
4580,this train is formed of,s,,,
4582,will be at,m,,,
4583,this train will not call at,s,,,
4659,please listen for further announcements,w,,,
4735,please,s,,,
4755,is delayed,e,,,
4764,stand well away from the edge of platform,s,,,
4766,fast train approaching,w,,,
4779,gner,m,,toc,
4786,south west trains,m,,toc,
4788,virgin trains,m,,toc,
4841,please take,m,,,
4842,alternative transport,m,,,
4868,COW,e,,station,
4879,you may wish to consider alternative transport modes,s,,,
4880,to reach your destination,e,,,
5044,"HOZ,HWW",e,,station,
5068,MKC,e,,station,
5086,RUG,e,,station,
5119,WFJ,e,,station,
5329,this cancellation,e,,,
5336,will now depart at,m,,,
5337,we apologise for the inconvenience caused by,s,,,
5389,CPM,m,,station,
5564,please note that this train will not call at,s,,,
5566,and this train will not call at,m,,,
5583,for the,m,,,
5589,this train is formed of one coach only,w,,,
5603,Worcester,m,,station,
5623,AIR,m,,station,
5624,ADR,m,,station,
5626,ALX,m,,station,
5627,ASS,m,,station,
5629,ABC,m,,station,
5670,DPT,m,,station,
5675,DOC,m,,station,
5682,EXT,m,,station,
5758,MKM,m,,station,
5759,MEN,m,,station,
5779,gner,e,,toc,
5786,south west trains,e,,toc,
5856,STS,m,,station,
5858,SAD,m,,station,
5870,SBF,m,,station,
5872,SGM,m,,station,
5958,is a request stop and passengers for this station,m,,,
5960,should ask the conductor on the train to arrange for the train to stop,m,,,
5961,to allow them to alight,e,,,
6161,south west trains service to,m,,toc,
6170,south west trains service to,m,,toc,
6171,gner service to,m,,toc,
6261,south west trains service from,m,,toc,
6270,south west trains service from,m,,toc,
6271,gner service from,m,,toc,
6389,CPM,e,,station,
6400,AND,m,,station,
6403,ARD,m,,station,
6404,AGS,m,,station,
6406,ASF,m,,station,
6415,BNV,m,,station,
6428,BRN,m,,station,
6429,BSL,m,,station,
6457,BAI,m,,station,
6458,BLT,m,,station,
6461,BGS,m,,station,
6465,UTY,m,,station,
6468,BWG,m,,station,
6471,BRO,m,,station,
6472,BDG,m,,station,
6476,BDC,m,,station,
6499,HNW,m,,station,
6513,Newark,m,,station,
6514,"NWT,NTN",m,,station,
6603,Worcester,e,,station,
6623,AIR,e,,station,
6624,ADR,e,,station,
6626,ALX,e,,station,
6627,ASS,e,,station,
6629,ABC,e,,station,
6670,DPT,e,,station,
6675,DOC,e,,station,
6682,EXT,e,,station,
6758,MKM,e,,station,
6759,MEN,e,,station,
6856,STS,e,,station,
6858,SAD,e,,station,
6870,SBF,e,,station,
6872,SGM,e,,station,
7400,AND,e,,station,
7403,ARD,e,,station,
7404,AGS,e,,station,
7406,ASF,e,,station,
7415,BNV,e,,station,
7428,BRN,e,,station,
7429,BSL,e,,station,
7457,BAI,e,,station,
7458,BLT,e,,station,
7461,BGS,e,,station,
7465,UTY,e,,station,
7468,BWG,e,,station,
7471,BRO,e,,station,
7472,BDG,e,,station,
7476,BDC,e,,station,
7499,HNW,e,,station,
7514,"NWT,NTN",e,,station,
7831,platform 1 for the,s,,,
7836,platform 2 for the,s,,,
7841,platform 3 for the,s,,,
7846,platform 4 for the,s,,,
7851,platform 5 for the,s,,,
7856,platform 6 for the,s,,,
7861,platform 7 for the,s,,,
7866,platform 8 for the,s,,,
7929,midland mainline turbostar,m,,toc,
7930,midland mainline turbostar service to,m,,toc,
7931,midland mainline turbostar service from,m,,toc,
8129,ANL,m,,station,
8130,AUI,m,,station,
8131,ADS,m,,station,
8132,ASB,m,,station,
8133,ADN,m,,station,
8134,ARG,m,,station,
8136,ART,m,,station,
8137,ATT,m,,station,
8139,BIO,m,,station,
8140,BHC,e,,station,
8141,BSS,m,,station,
8142,BGI,m,,station,
8144,BLG,m,,station,
8145,BRA,m,,station,
8146,BUS,m,,station,
8148,CML,m,,station,
8150,CBC,m,,station,
8151,CBS,m,,station,
8154,CPA,m,,station,
8155,CRR,m,,station,
8157,CNR,m,,station,
8158,COI,m,,station,
8160,DLR,m,,station,
8161,DAL,m,,station,
8162,DAK,m,,station,
8164,DMR,m,,station,
8166,DFR,m,,station,
8167,DRU,m,,station,
8168,DMY,m,,station,
8169,DRN,m,,station,
8170,DUM,m,,station,
8171,DCG,m,,station,
8173,EST,m,,station,
8180,FLD,m,,station,
8182,FRL,m,,station,
8183,FOC,m,,station,
8184,FLD,m,,station,
8186,FRN,m,,station,
8192,FRS,m,,station,
8193,FTM,m,,station,
8198,GCH,m,,station,
8199,GAR,m,,station,
8200,GRS,m,,station,
8202,"GMG,GTH",m,,station,
8203,GLG,m,,station,
8204,GFN,m,,station,
8205,GLF,m,,station,
8208,GRK,m,,station,
8215,GRL,m,,station,
8216,GKC,m,,station,
8217,GKW,m,,station,
8221,HMY,m,,station,
8230,HKH,m,,station,
8231,HLC,m,,station,
8232,HLU,m,,station,
8233,HMS,m,,station,
8241,HLF,m,,station,
8247,IBM,m,,station,
8248,IGD,m,,station,
8249,INP,m,,station,
8250,INH,m,,station,
8251,IRV,m,,station,
8255,JOR,m,,station,
8259,KCG,m,,station,
8260,KIL,m,,station,
8261,KWN,m,,station,
8262,KBC,m,,station,
8263,KGP,m,,station,
8268,KKH,m,,station,
8269,KWD,m,,station,
8271,KYL,m,,station,
8273,LRG,m,,station,
8275,LNK,m,,station,
8276,LGB,m,,station,
8279,LGS,m,,station,
8281,LAR,m,,station,
8291,AAT,m,,station,
8292,ACN,m,,station,
8293,ACH,m,,station,
8299,LHE,m,,station,
8300,LCL,m,,station,
8302,LCS,m,,station,
8303,LCC,m,,station,
8305,LHW,m,,station,
8306,LHA,m,,station,
8317,MLG,m,,station,
8322,MAX,m,,station,
8325,MIN,m,,station,
8327,MLN,m,,station,
8329,MRR,m,,station,
8331,MPK,m,,station,
8332,MFL,m,,station,
8333,MTV,m,,station,
8336,MOO,m,,station,
8337,MUI,m,,station,
8340,NEI,m,,station,
8351,OBN,m,,station,
8360,PCN,m,,station,
8361,PYG,m,,station,
8362,PYJ,m,,station,
8364,PTK,m,,station,
8368,PLK,m,,station,
8370,PWE,m,,station,
8371,PLE,m,,station,
8372,PLW,m,,station,
8374,PTG,m,,station,
8378,PPK,m,,station,
8379,PLN,m,,station,
8383,PRA,m,,station,
8384,PTW,m,,station,
8387,"QPK,QPW",m,,station,
8389,RAN,m,,station,
8391,RTN,m,,station,
8397,RTY,m,,station,
8398,RYB,m,,station,
8402,RUT,m,,station,
8405,SLT,m,,station,
8408,SCT,m,,station,
8409,SCH,m,,station,
8416,SHL,m,,station,
8417,SLS,m,,station,
8418,SDM,m,,station,
8425,SIN,m,,station,
8433,SBR,m,,station,
8434,SPR,m,,station,
8443,SPS,m,,station,
8444,STV,m,,station,
8453,SUM,m,,station,
8458,THB,m,,station,
8464,TYL,m,,station,
8480,WMS,m,,station,
8485,WKB,m,,station,
8486,WNL,m,,station,
8487,WCR,m,,station,
8494,YOK,m,,station,
8523,AXP,m,,station,
8528,BNL,m,,station,
8533,BPT,m,,station,
8540,BCN,m,,station,
8541,BRC,m,,station,
8548,BUI,m,,station,
8556,CDO,m,,station,
8557,CDR,m,,station,
8558,CLU,m,,station,
8559,CAY,m,,station,
8560,CDY,m,,station,
8561,KWN,m,,station,
8562,CCT,m,,station,
8567,CEF,m,,station,
8568,CHC,m,,station,
8574,CKS,m,,station,
8575,CYK,m,,station,
8576,COA,m,,station,
8578,CON,m,,station,
8581,CKH,m,,station,
8583,CGD,m,,station,
8586,CFF,m,,station,
8587,CKT,m,,station,
8594,CUA,m,,station,
8595,CUB,m,,station,
8597,DLR,m,,station,
8598,DLY,m,,station,
8606,DIN,m,,station,
8615,DMC,m,,station,
8616,DST,m,,station,
8617,DBC,m,,station,
8618,DNO,m,,station,
8620,EKL,m,,station,
8629,FTW,m,,station,
8633,GGJ - Georgemas,m,,station,
8636,GOL,m,,station,
8653,HNC,m,,station,
8662,HST,m,,station,
8665,HLE,m,,station,
8666,HLW,m,,station,
8672,HYN,m,,station,
8702,MYH,m,,station,
8710,NEI,m,,station,
8727,PTT,m,,station,
8744,ROG,m,,station,
8770,SRA,m,,station,
8771,STC,m,,station,
8776,TAI,m,,station,
8779,TAY,m,,station,
8784,THT,m,,station,
8786,THS,m,,station,
8788,TUL,m,,station,
8792,UTY,m,,station,
8808,WES,m,,station,
8810,WFF,m,,station,
8814,WLM,m,,station,
8816,WSH,m,,station,
8821,WDL,m,,station,
8823,WCK,m,,station,
8858,CRF,m,,station,
8865,DAG,m,,station,
8866,DLW,m,,station,
8870,DBE,m,,station,
8880,KPT,m,,station,
8881,KKN,m,,station,
8884,MUB,m,,station,
9129,ANL,e,,station,
9130,AUI,e,,station,
9131,ADS,e,,station,
9132,ASB,e,,station,
9133,ADN,e,,station,
9134,ARG,e,,station,
9136,ART,e,,station,
9137,ATT,e,,station,
9139,BIO,e,,station,
9140,BHC,e,,station,
9141,BSS,e,,station,
9142,BGI,e,,station,
9144,BLG,e,,station,
9145,BRA,e,,station,
9146,BUS,e,,station,
9148,CML,e,,station,
9150,CBC,e,,station,
9151,CBS,e,,station,
9154,CPA,e,,station,
9155,CRR,e,,station,
9157,CNR,e,,station,
9158,COI,e,,station,
9160,DLR,e,,station,
9161,DAL,e,,station,
9162,DAK,e,,station,
9164,DMR,e,,station,
9166,DFR,e,,station,
9167,DRU,e,,station,
9168,DMY,e,,station,
9169,DRN,e,,station,
9170,DUM,e,,station,
9171,DCG,e,,station,
9173,EST,e,,station,
9182,FRL,e,,station,
9183,FOC,e,,station,
9184,FLD,e,,station,
9186,FRN,e,,station,
9192,FRS,e,,station,
9193,FTM,e,,station,
9198,GCH,e,,station,
9199,GAR,e,,station,
9200,GRS,e,,station,
9202,"GMG,GTH",e,,station,
9203,GLG,e,,station,
9204,GFN,e,,station,
9205,GLF,e,,station,
9208,GRK,e,,station,
9215,GRL,e,,station,
9216,GKC,e,,station,
9217,GKW,e,,station,
9221,HMY,e,,station,
9230,HKH,e,,station,
9231,HLC,e,,station,
9232,HLU,e,,station,
9233,HMS,e,,station,
9241,HLF,e,,station,
9247,IBM,e,,station,
9248,IGD,e,,station,
9249,INP,e,,station,
9250,INH,e,,station,
9251,IRV,e,,station,
9255,JOR,e,,station,
9259,KCG,e,,station,
9260,KIL,e,,station,
9261,KWN,e,,station,
9262,KBC,e,,station,
9263,KGP,e,,station,
9268,KKH,e,,station,
9269,KWD,e,,station,
9271,KYL,e,,station,
9273,LRG,e,,station,
9275,LNK,e,,station,
9276,LGB,e,,station,
9279,LGS,e,,station,
9281,LAR,e,,station,
9291,AAT,e,,station,
9292,ACN,e,,station,
9293,ACH,e,,station,
9299,LHE,e,,station,
9300,LCL,e,,station,
9302,LCS,e,,station,
9303,LCC,e,,station,
9305,LHW,e,,station,
9306,LHA,e,,station,
9317,MLG,e,,station,
9322,MAX,e,,station,
9325,MIN,e,,station,
9327,MLN,e,,station,
9329,MRR,e,,station,
9331,MPK,e,,station,
9332,MFL,e,,station,
9333,MTV,e,,station,
9336,MOO,e,,station,
9337,MUI,e,,station,
9340,NEI,e,,station,
9351,OBN,e,,station,
9360,PCN,e,,station,
9361,PYG,e,,station,
9362,PYJ,e,,station,
9364,PTK,e,,station,
9368,PLK,e,,station,
9370,PWE,e,,station,
9371,PLE,e,,station,
9372,PLW,e,,station,
9374,PTG,e,,station,
9378,PPK,e,,station,
9379,PLN,e,,station,
9383,PRA,e,,station,
9384,PTW,e,,station,
9387,"QPK,QPW",e,,station,
9389,RAN,e,,station,
9391,RTN,e,,station,
9397,RTY,e,,station,
9398,RYB,e,,station,
9402,RUT,e,,station,
9405,SLT,e,,station,
9408,SCT,e,,station,
9409,SCH,e,,station,
9416,SHL,e,,station,
9417,SLS,e,,station,
9418,SDM,e,,station,
9425,SIN,e,,station,
9433,SBR,e,,station,
9434,SPR,e,,station,
9443,SPS,e,,station,
9444,STV,e,,station,
9453,SUM,e,,station,
9458,THB,e,,station,
9464,TYL,e,,station,
9480,WMS,e,,station,
9485,WKB,e,,station,
9486,WNL,e,,station,
9487,WCR,e,,station,
9494,YOK,e,,station,
9523,AXP,e,,station,
9528,BNL,e,,station,
9533,BPT,e,,station,
9540,BCN,e,,station,
9541,BRC,e,,station,
9548,BUI,e,,station,
9556,CDO,e,,station,
9557,CDR,e,,station,
9558,CLU,e,,station,
9559,CAY,e,,station,
9560,CDY,e,,station,
9561,KWN,e,,station,
9562,CCT,e,,station,
9567,CEF,e,,station,
9568,CHC,e,,station,
9574,CKS,e,,station,
9575,CYK,e,,station,
9576,COA,e,,station,
9578,CON,e,,station,
9581,CKH,e,,station,
9583,CGD,e,,station,
9586,CFF,e,,station,
9587,CKT,e,,station,
9594,CUA,e,,station,
9595,CUB,e,,station,
9597,DLR,e,,station,
9598,DLY,e,,station,
9606,DIN,e,,station,
9615,DMC,e,,station,
9616,DST,e,,station,
9617,DBC,e,,station,
9618,DNO,e,,station,
9620,EKL,e,,station,
9629,FTW,e,,station,
9633,GGJ - Georgemas,e,,station,
9636,GOL,e,,station,
9653,HNC,e,,station,
9662,HST,e,,station,
9665,HLE,e,,station,
9666,HLW,e,,station,
9672,HYN,e,,station,
9702,MYH,e,,station,
9710,NEI,e,,station,
9727,PTT,e,,station,
9744,ROG,e,,station,
9770,SRA,e,,station,
9771,STC,e,,station,
9776,TAI,e,,station,
9779,TAY,e,,station,
9784,THT,e,,station,
9786,THS,e,,station,
9788,TUL,e,,station,
9792,UTY,e,,station,
9808,WES,e,,station,
9810,WFF,e,,station,
9814,WLM,e,,station,
9816,WSH,e,,station,
9821,WDL,e,,station,
9823,WCK,e,,station,
9858,CRF,e,,station,
9865,DAG,e,,station,
9866,DLW,e,,station,
9870,DBE,e,,station,
9880,KPT,e,,station,
9881,KKN,e,,station,
9884,MUB,e,,station,
10074,south west trains service to,m,,toc,
10077,south west trains service to,m,,toc,
10273,midland mainline,m,,toc,
10274,midland mainline service to,m,,toc,
10275,midland mainline service from,m,,toc,
10303,sfx - static,,,,
10304,the next train at platform,s,,,
10305,the next train at platform 1 is the,s,thuh,,
10306,the next train at platform 2 is the,s,thuh,,
10307,the next train at platform 3 is the,s,thuh,,
10308,the next train at platform 4 is the,s,thuh,,
10309,the next train at platform 5 is the,s,thuh,,
10310,the next train at platform 6 is the,s,thuh,,
10311,the next train at platform 7 is the,s,thuh,,
10312,the next train at platform 8 is the,s,thuh,,
10313,the next train at platform 1 is the,s,thee,,
10314,the next train at platform 2 is the,s,thee,,
10315,the next train at platform 3 is the,s,thee,,
10316,the next train at platform 4 is the,s,thee,,
10317,the next train at platform 5 is the,s,thee,,
10318,the next train at platform 6 is the,s,thee,,
10319,the next train at platform 7 is the,s,thee,,
10320,the next train at platform 8 is the,s,thee,,
10321,this train will call additionally at,s,,,
10322,will be in,m,,,
10323,will be at,m,,,
10342,i am sorry to announce that the,s,,,
10343,scotrail,m,,toc,
10344,scotrail service to,m,,toc,
10345,scotrail service from,m,,toc,
10346,platform 5 for the,s,thuh,,
10347,platform 6 for the,s,thuh,,
10348,strathclyde metro service from,m,,toc,
10350,platform 1 for the,s,thee,,
10351,platform 2 for the,s,thee,,
10352,platform 3 for the,s,thee,,
10353,platform 4 for the,s,thee,,
10354,platform 5 for the,s,thee,,
10355,platform 6 for the,s,thee,,
10356,platform 7 for the,s,thuh,,
10357,platform 8 for the,s,thuh,,
10360,the public address at this station is currently under test,s,,,
10361,please ignore the following announcements,e,,,
10362,thank you,w,,,
10364,the display information system at this station,s,,,
10365,is currently under test,e,,,
10366,please ignore any information currently displayed,w,,,
10367,the delayed,m,,,
10373,midland mainline,e,,toc,
10379,will now depart from platform 1,e,,,
10380,will now depart from platform 2,e,,,
10381,will now depart from platform 3,e,,,
10382,will now depart from platform 4,e,,,
10383,will now depart from platform 5,e,,,
10384,will now depart from platform 6,e,,,
10385,will now depart from platform 7,e,,,
10386,will now depart from platform 8,e,,,
10387,will now depart from,m,,,
10388,this train is formed of 11 coaches,w,,,
10389,this train is formed of 12 coaches,w,,,
10390,this train is formed of 1 coach only,w,,,
10391,this train is formed of 1 coach,w,,,
10613,delayed,m,,,
10680,the train now approaching platform 1,s,,,
10681,the train now approaching platform 2,s,,,
10682,the train now approaching platform 3,s,,,
10683,the train now approaching platform 4,s,,,
10684,the train now approaching platform 5,s,,,
10685,the train now approaching platform 6,s,,,
10686,the train now approaching platform 7,s,,,
10687,the train now approaching platform 8,s,,,
10689,the train now approaching platform 2 is the,s,,,
10690,the train now approaching platform 3 is the,s,,,
10691,the train now approaching platform 4 is the,s,,,
10692,the train now approaching platform 5 is the,s,,,
10693,the train now approaching platform 6 is the,s,,,
10694,the train now approaching platform 7 is the,s,,,
10695,the train now approaching platform 8 is the,s,,,
11135,were sorry to announce that the,s,,,
11136,platform 1 for the delayed,s,,,
11137,platform 2 for the delayed,s,,,
11138,platform 3 for the delayed,s,,,
11139,platform 4 for the delayed,s,,,
11140,platform 5 for the delayed,s,,,
11141,platform 6 for the delayed,s,,,
11142,platform 7 for the delayed,s,,,
11143,platform 8 for the delayed,s,,,
11144,the next service is to,s,,,
11161,scotrail services to,m,,toc,
11162,scotrail service from,m,,toc,
11166,will be in,m,,,
11167,will be in 5 minutes,e,,,
11168,will be in 10 minutes,e,,,
11169,will be in 15 minutes,e,,,
11170,will be in 20 minutes,e,,,
11171,will be in 25 minutes,e,,,
11172,will be in 30 minutes,e,,,
11173,will be in 35 minutes,e,,,
11174,will be in 40 minutes,e,,,
11175,will be in 45 minutes,e,,,
11176,will be in 50 minutes,e,,,
11177,will be in 55 minutes,e,,,
11178,will be in 1 hour,e,,,
11179,is delayed by approximately 5 minutes,e,,,
11180,is delayed by approximately 10 minutes,e,,,
11181,is delayed by approximately 15 minutes,e,,,
11182,is delayed by approximately 20 minutes,e,,,
11183,is delayed by approximately 25 minutes,e,,,
11184,is delayed by approximately 30 minutes,e,,,
11185,is delayed by approximately 35 minutes,e,,,
11186,is delayed by approximately 40 minutes,e,,,
11187,is delayed by approximately 45 minutes,e,,,
11188,is delayed by approximately 50 minutes,e,,,
11189,is delayed by approximately 55 minutes,e,,,
11190,is delayed by approximately 1 hour,e,,,
11192,strathclyde metro service to,m,,toc,
11193,strathclyde metro service from,m,,toc,
11194,should join the rear nine coaches,e,,,
11195,should join the rear ten coaches,e,,,
11196,should join the rear eleven coaches,e,,,
11197,should join the rear twelve coaches,e,,,
11198,this service will be in approximately 5 minutes,w,,,
11199,this service will be in approximately 10 minutes,w,,,
11200,this service will arrive in approximately 7 minutes,w,,,
11201,this service will arrive in approximately 12 minutes,w,,,
11202,this service will be in approximately,s,,,
11203,5 minutes,e,,,
11204,10 minutes,e,,,
11205,7 minutes,e,,,
11206,12 minutes,e,,,
11207,will arrive in approximately 1 minute,e,,,
11208,will arrive in approximately 2 minutes,e,,,
11209,will arrive in approximately 3 minutes,e,,,
11210,will arrive in approximately 4 minutes,e,,,
11211,will arrive in approximately 5 minutes,e,,,
11212,will arrive in approximately 10 minutes,e,,,
11213,will arrive in approximately 15 minutes,e,,,
11214,will arrive in approximately 20 minutes,e,,,
11215,will arrive in approximately 25 minutes,e,,,
11216,will arrive in approximately 30 minutes,e,,,
11217,will arrive in approximately 35 minutes,e,,,
11218,will arrive in approximately 40 minutes,e,,,
11219,will arrive in approximately 45 minutes,e,,,
11220,will arrive in approximately 50 minutes,e,,,
11221,will arrive in approximately 55 minutes,e,,,
11239,poor rail conditions,e,,disruption-reason,
11240,poor rail conditions,m,,disruption-reason,
11441,attention please,s,,,
11442,the public address system at this station,m,,,
11443,is at present being tested by our engineers,e,,,
11444,please disregard any public address announcements,s,,,
11445,while this testing is carried out,e,,,
11446,thank you,w,,,
11454,attention please (long penalty fare announcement),w,attention please here is a special announcement penalty fares are in operation in this area all passengers must be in possession of a valid ticket or authority to travel before travelling on services from this station if youre asked to produce a ticket and are unable to do so youll be liable to pay a penalty fare or the full standard single fare whichever is the greater,,
11464,will be in approximately 1 minute,e,,,
11465,will be in approximately 2 minutes,e,,,
11466,will be in approximately 3 minutes,e,,,
11467,will be in approximately 4 minutes,e,,,
11468,will be in approximately 5 minutes,e,,,
11469,will be in approximately 10 minutes,e,,,
11470,will be in approximately 15 minutes,e,,,
11471,will be in approximately 20 minutes,e,,,
11472,will be in approximately 25 minutes,e,,,
11473,will be in approximately 30 minutes,e,,,
11474,will be in approximately 35 minutes,e,,,
11475,will be in approximately 40 minutes,e,,,
11476,will be in approximately 45 minutes,e,,,
11477,will be in approximately 50 minutes,e,,,
11478,will be in approximately 55 minutes,e,,,
11501,this train is formed of 1 coach only,w,,,
11502,this train is formed of 2 coaches,w,,,
11503,this train is formed of 3 coaches,w,,,
11504,this train is formed of 4 coaches,w,,,
11505,this train is formed of 5 coaches,w,,,
11506,this train is formed of 6 coaches,w,,,
11507,this train is formed of 7 coaches,w,,,
11508,this train is formed of 8 coaches,w,,,
11509,this train is formed of 9 coaches,w,,,
11510,this train is formed of 10 coaches,w,,,
11511,this train is formed of 11 coaches,w,,,
11512,this train is formed of 12 coaches,w,,,
11515,00 - hundred-hours,e,,mins,
11521,stand well away from the edge of platform 1,w,,,
11522,stand well away from the edge of platform 2,w,,,
11523,stand well away from the edge of platform 3,w,,,
11524,stand well away from the edge of platform 4,w,,,
11525,stand well away from the edge of platform 5,w,,,
11526,stand well away from the edge of platform 6,w,,,
11527,stand well away from the edge of platform 7,w,,,
11528,stand well away from the edge of platform 8,w,,,
11533,southern,m,,toc,
11534,southern service to,m,,toc,
11535,southern service from,m,,toc,
11547,southeastern trains,m,,toc,
11548,southeastern trains,e,,toc,
11549,southeastern trains service to,m,,toc,
11550,southeastern trains service from,m,,toc,
11559,southeastern,m,,toc,
11560,southeastern service to,m,,toc,
11561,southeastern service from,m,,toc,
11565,attention please please leave the station immediately,w,phil,,
11566,attention please please leave the station immediately,w,phil,,
11567,attention please please leave the station immediately,w,phil,,
11568,attention please please leave the station immediately,w,phil,,
11808,southern,e,,toc,
11812,southeastern,e,,toc,
11847,first great western,e,,toc,
11848,first great western service to,m,,toc,
11849,first great western service from,m,,toc,
12097,GRH,m,,station,
12098,BOD - Bodmin,m,,station,
12099,COR,m,,station,
12102,STP - St Pancras International,m,,station,
12503,BYL,m,,station,
12504,BEL,m,,station,
12505,BSU,m,,station,
12506,Central,m,,station,
12507,DFL,m,,station,
12508,DFE - Dunfermline Town,m,,station,
12509,DUO,m,,station,
12510,EXG,m,,station,
12511,GGJ - Georgemas,m,,station,
12512,GSC,m,,station,
12513,Greenaulds (?),m,,station,
12514,HNW,m,,station,
12515,HKH,m,,station,
12516,HST,m,,station,
12517,LHA,m,,station,
12518,NEW,m,,station,
12519,NTN,m,,station,
12520,GLQ - Queen Street,m,,station,
12521,RAN,m,,station,
12522,KGE,m,,station,
12523,STF,m,,station,
12524,GLC - Low Level,m,,station,
12525,GLQ - Low Level,m,,station,
12526,NTN - Lanarkshire,m,,station,
12527,ADS,m,,station,
12528,ASB,m,,station,
12529,ADN,m,,station,
12530,BMP,m,,station,
12531,CUL,m,,station,
12532,KRK,m,,station,
12580,XMT,m,,station,
12581,KVD,m,,station,
12582,MEY,m,,station,
12583,LRH,m,,station,
12584,CTE,m,,station,
12601,EDA,m,,station,
12602,EDA - Edinburgh International Airport,m,,station,
12618,Abbey Road,m,TfL,station,
12671,Edinburgh International,m,,station,
12672,LPY,m,,station,
12673,Liverpool South,m,,station,
12677,Falmouth,m,,station,
12678,Folkestone Racecourse,m,,station,
12680,racecourse,m,,,
12681,Ratcliffe on Soar,m,presumably an old name for East Midlands Parkway,station,
12682,SPB,m,,station,
12683,Star Lane,m,TfL,station,
12684,Stratford High Street,m,TfL,station,
12685,SFA,m,,station,
12686,Westenhanger Racecourse,m,,station,
12687,White City,m,TfL,station,
13097,GRH,e,,station,
13098,BOD - Bodmin,e,,station,
13099,COR,e,,station,
13102,STP - St Pancras International,e,,station,
13503,BYL,e,,station,
13504,BEL,e,,station,
13505,BSU,e,,station,
13506,Central,e,,station,
13507,DFL,e,,station,
13508,DFE - Dunfermline Town,e,,station,
13509,DUO,e,,station,
13510,EXG,e,,station,
13511,GGJ - Georgemas,e,,station,
13512,GSC,e,,station,
13513,Greenaulds (?),e,,station,
13514,HNW,e,,station,
13515,HKH,e,,station,
13516,HST,e,,station,
13517,LHA,e,,station,
13518,NEW,e,,station,
13519,NTN,e,,station,
13520,GLQ - Queen Street,e,,station,
13521,RAN,e,,station,
13522,KGE,e,,station,
13523,STF,e,,station,
13524,GLC - Low Level,e,,station,
13525,GLQ - Low Level,e,,station,
13526,NTN - Lanarkshire,e,,station,
13527,ADS,e,,station,
13528,ASB,e,,station,
13529,ADN,e,,station,
13530,BMP,e,,station,
13531,CUL,e,,station,
13532,KRK,e,,station,
13580,XMT,e,,station,
13581,KVD,e,,station,
13582,MEY,e,,station,
13583,LRH,e,,station,
13584,CTE,e,,station,
13601,EDA,e,,station,
13602,EDA - Edinburgh International Airport,e,,station,
13618,Abbey Road,e,TfL,station,
13672,LPY,e,,station,
13673,Liverpool South,e,,station,
13676,Edinburgh International,e,,station,
13677,Falmouth,e,,station,
13678,Folkestone Racecourse,e,,station,
13680,racecourse,e,,,
13681,Ratcliffe on Soar,e,presumably an old name for East Midlands Parkway,station,
13682,SPB,e,,station,
13683,Star Lane,e,TfL,station,
13684,Stratford High Street,e,TfL,station,
13685,SFA,e,,station,
13686,Westenhanger Racecourse,e,,station,
13687,White City,e,TfL,station,
13740,a technical problem,m,phil,disruption-reason,
13741,a technical problem,e,phil,disruption-reason,
13742,staff shortages,m,phil,disruption-reason,
13743,staff shortages,e,phil,disruption-reason,
13744,the grand central,m,,toc,
13745,the grand central,e,,toc,
13746,the grand central service to,m,,toc,
13747,the grand central service from,m,,toc,
13748,london overground,m,,toc,
13749,london overground,e,,toc,
13750,london overground service to,m,,toc,
13751,london overground service from,m,,toc,
13752,transport for london overground,m,,toc,
13753,transport for london overground,e,,toc,
13754,transport for london overground service to,m,,toc,
13755,transport for london overground service from,m,,toc,
13756,the cathedrals express,m,,toc,
13757,the cathedrals express,e,,toc,
13758,the cathedrals express service to,m,,toc,
13759,the cathedrals express service from,m,,toc,
13760,the cathedrals express steam service to,m,,toc,
13761,the cathedrals express steam service from,m,,toc,
13762,the cathedrals express special steam service to,m,,toc,
13763,the cathedrals express special steam service from,m,,toc,
13764,the blue pullman,m,,toc,
13765,the blue pullman,e,,toc,
13766,the blue pullman service to,m,,toc,
13767,the blue pullman service from,m,,toc,
13768,the bluebell railway,m,,toc,
13769,the bluebell railway,e,,toc,
13770,the watercress line,m,,toc,
13771,the watercress line,e,,toc,
13772,the spa valley railway,m,,toc,
13773,the spa valley railway,e,,toc,
13774,midland mainline turbostar,e,,toc,
13775,gner,m,,toc,
13776,gner,e,,toc,
13777,platform 0,e,,,
13778,and will now depart at,m,,,
13779,will not arrive until,m,,,
13780,and will not arrive until,m,,,
13781,please join the front,s,,,
13782,coach,m,,,
13783,of this train,e,,,
13784,please join the front coach only,w,,,
13785,please join the front coach only of this train,w,,,
13786,please join the front 2 coaches of this train,w,,,
13787,please join the front 3 coaches of this train,w,,,
13788,please join the front 4 coaches of this train,w,,,
13789,please join the front 5 coaches of this train,w,,,
13790,please join the front 6 coaches of this train,w,,,
13791,please join the front 7 coaches of this train,w,,,
