id,script,inflection,comment,type,suppress
2879,EDB - Edinburgh Waverley,m,,station,
2881,GLE,m,,station,
2883,GLT,m,,station,
2885,ROE,m,,station,
2886,SEV,m,,station,
2887,SDE,m,,station,
2888,SEH,m,,station,
2890,WSR,m,,station,
2891,WHE,m,,station,
2892,WAF,m,,station,
2893,WCL,m,,station,
2894,WTA,m,,station,
2895,WBR,m,,station,
2896,BUX,m,,station,
2898,DVN,m,,station,
2899,DSL,m,,station,
2900,DVH,m,,station,
2901,FNV,m,,station,
2902,GCT,m,,station,
2904,HLI,m,,station,
2905,HTC,m,,station,
2907,RSH,m,,station,
2908,FIT,m,,station,
2909,SRT,m,,station,
2910,SID,m,,station,
2911,SGR,m,,station,
2912,CDN - Smitham,m,,station,
2913,SBM,m,,station,
2914,SCY,m,,station,
2915,SMO,m,,station,
2916,SEE,m,,station,
2917,SIH,m,,station,
2918,SLQ,m,,station,
2919,SMY,m,,station,
2920,AHD,m,,station,
2921,AYL,m,,station,
2922,AYH,m,,station,
2923,AUR,m,,station,
2924,ADW,m,,station,
2925,BEG,m,,station,
2926,BVD,m,,station,
2928,BRS,m,,station,
2929,BRK,m,,station,
2930,BTO,m,,station,
2931,BEX,m,,station,
2932,BXY,m,,station,
2933,BXH,m,,station,
2934,BKL,m,,station,
2936,BIK,m,,station,
2937,BIP,m,,station,
2940,BXW,m,,station,
2941,BCE,m,,station,
2943,BFD,m,,station,
2944,BRX,m,,station,
2945,BSR,m,,station,
2946,BCY,m,,station,
2947,BMN,m,,station,
2948,BMS,m,,station,
2949,BKO,m,,station,
2950,BUG,m,,station,
2951,BXD,m,,station,
2952,BFN,m,,station,
2953,CLA,m,,station,
2954,CLP,m,,station,
2955,CLG,m,,station,
2956,CLK,m,,station,
2957,CSD - Cobham,m,,station,
2958,CSD,m,,station,
2959,CLL,m,,station,
2960,COB,m,,station,
2961,CBR,m,,station,
2962,CDS,m,,station,
2963,CWN,m,,station,
2964,CRY,m,,station,
2965,CFT,m,,station,
2966,COH,m,,station,
2967,CWU,m,,station,
2968,CRN,m,,station,
2969,CYP,m,,station,
2970,CUX,m,,station,
2971,STP - St Pancras,m,,station,
2972,SOG,m,,station,
2973,SRC,m,,station,
2974,SRH,m,,station,
2975,STE,m,,station,
2976,SOO,m,,station,
2977,SQE,m,,station,
2978,SUC,m,,station,
2979,SUO,m,,station,
2980,SAY,m,,station,
2981,SYD,m,,station,
2982,TAD,m,,station,
2983,TAT,m,,station,
2984,TTH,m,,station,
2985,TON,m,,station,
2986,TOO,m,,station,
2987,TUH,m,,station,
2988,TBW,m,,station,
2989,UCK,m,,station,
2990,UWL,m,,station,
2991,WDO,m,,station,
2992,WAD,m,,station,
2993,WLT,m,,station,
2994,WSW,m,,station,
2995,WWR,m,,station,
2996,WPE,m,,station,
2997,WNH,m,,station,
2998,WAE,m,,station,
2999,WAT - Waterloo,m,,station,
3040,emergency engineering work,e,,disruption-reason,
3043,a landslip,e,,disruption-reason,
3044,a road vehicle striking a railway bridge,e,,disruption-reason,
3046,flooding on the line,e,,disruption-reason,
3048,DMH,e,,station,
3050,emergency engineering work,m,,disruption-reason,
3053,a landslip,m,,disruption-reason,
3054,a road vehicle striking a railway bridge,m,,disruption-reason,
3056,flooding on the line,m,,disruption-reason,
3078,HME,e,,station,
3081,a fallen tree on the line,m,,disruption-reason,
3082,an accident on a level crossing,m,,disruption-reason,
3083,animals on the track,m,,disruption-reason,
3084,debris blown down on the line,m,,disruption-reason,
3085,a suspected fatality,m,,disruption-reason,
3086,a customer having been taken ill on this train,m,,disruption-reason,
3087,a customer having been taken ill on a preceding train,m,,disruption-reason,
3088,police attending a disturbance on this train,m,,disruption-reason,
3089,police attending a disturbance on a preceding train,m,,disruption-reason,
3090,HER,e,,station,
3091,suspected terrorist threat,m,,disruption-reason,
3092,police persuing suspects on the line,m,,disruption-reason,
3093,a temporary fault with the signalling equipment,m,,disruption-reason,
3094,a temporary speed restriction,m,,disruption-reason,
3095,signalling equipment repairs,m,,disruption-reason,
3096,track repairs,m,,disruption-reason,
3097,awaiting a member of the train crew,m,,disruption-reason,
3098,heavy rain,m,,disruption-reason,
3099,snow,m,,disruption-reason,
3100,fog,m,,disruption-reason,
3101,high winds,m,,disruption-reason,
3102,the extreme heat,m,,disruption-reason,
3103,a late-running preceding service,m,,disruption-reason,
3104,a fault on this train which is being attended to,m,,disruption-reason,
3105,a fault on this train which cannot be rectified,m,,disruption-reason,
3106,a fault on a preceding train,m,,disruption-reason,
3107,slippery rail conditions,m,,disruption-reason,
3108,a broken down preceding train,m,,disruption-reason,
3109,an electrical power supply problem,m,,disruption-reason,
3110,an electrical power supply problem,e,,disruption-reason,
3111,virgin voyager,m,,toc,
3112,virgin pendolino,m,,toc,
3113,virgin voyager,e,,toc,
3114,virgin pendolino,e,,toc,
3125,customers alighting at,s,,,
3126,may i have your attention please,w,,,
3127,there is a computer fault,s,,,
3128,controlling the information system at this station,e,,,
3129,our contractors have been called to attend to the fault,s,,,
3130,and in the interim period,m,,,
3131,i will try to keep you informed as much as possible,e,,,
3132,but please note that all stations on this line are affected,m,,,
3133,and the amount of announcements made at each station will be reduced,e,,,
3134,please take care to check the destination sign on the front of your train,s,,,
3135,as it approaches the platform,e,,,
3143,due to a temporary fault on the station lighting,e,,,
3145,due to the freezing conditions the platform surfaces may be slippery,w,,,
3147,the approaching train is not scheduled to stop at this station,w,,,
3148,this is,s,,,
3153,this train is not in use,e,,,
3156,where the train will terminate due to engineering work,e,,,
3157,a replacement bus service will then continue to,s,,,
3158,where the train will restart for,m,,,
3181,a fallen tree on the line,e,,disruption-reason,
3182,an accident on a level crossing,e,,disruption-reason,
3183,animals on the track,e,,disruption-reason,
3184,debris blown down on the line,e,,disruption-reason,
3185,a suspected fatality,e,,disruption-reason,
3186,a customer having been taken ill on this train,e,,disruption-reason,
3187,a customer having been taken ill on a preceding train,e,,disruption-reason,
3188,police attending a disturbance on this train,e,,disruption-reason,
3189,police attending a disturbance on a preceding train,e,,disruption-reason,
3191,suspected terrorist threat,e,,disruption-reason,
3192,police persuing suspects on the line,e,,disruption-reason,
3193,a temporary fault with the signalling equipment,e,,disruption-reason,
3195,signalling equipment repairs,e,,disruption-reason,
3196,track repairs,e,,disruption-reason,
3197,awaiting a member of the train crew,e,,disruption-reason,
3198,heavy rain,e,,disruption-reason,
3199,snow,e,,disruption-reason,
3200,fog,e,,disruption-reason,
3201,high winds,e,,disruption-reason,
3202,the extreme heat,e,,disruption-reason,
3203,a late-running preceding service,e,,disruption-reason,
3204,a fault on this train which is being attended to,e,,disruption-reason,
3205,a fault on this train which cannot be rectified,e,,disruption-reason,
3206,a fault on a preceding train,e,,disruption-reason,
3207,slippery rail conditions,e,,disruption-reason,
3208,a broken down preceding train,e,,disruption-reason,
3219,please note that it is illegal to ride bicycles,s,,,
3220,skateboards or to use rollerblades on the station,m,,,
3221,it can be dangerous and is illegal,e,,,
3230,coach,m,,,
3231,coach,e,,,
3232,a quiet coach is available in coach b,w,,,
3233,the use of mobile phones and personal stereos,s,,,
3234,is not permitted in this coach,e,,,
3235,the use of mobile phones personal stereos,s,,,
3236,and laptop computers,m,,,
3239,WLI,e,,station,
3240,WCY,e,,station,
3241,WHP,e,,station,
3242,WNW,e,,station,
3243,WLD,e,,station,
3244,WSU,e,,station,
3245,ZLW,e,,station,
3246,WHS,e,,station,
3247,WHY,e,,station,
3248,WBO,e,,station,
3249,WOH,e,,station,
3250,WME,e,,station,
3251,HYR,e,,station,
3252,HEV,e,,station,
3253,HIB,e,,station,
3254,HLM,e,,station,
3255,HPA,e,,station,
3256,HSY,e,,station,
3257,HUR,e,,station,
3258,KLY,e,,station,
3259,KND,e,,station,
3260,"LYE (plain),LIH",e,,station,
3261,LWS,e,,station,
3262,LFD,e,,station,
3263,MHM,e,,station,
3264,thames trains,m,,toc,
3265,wales and west,m,,toc,
3266,cardiff railways,m,,toc,
3267,central trains,m,,toc,
3268,first great western,m,,toc,
3269,first great western golden hind,m,,toc,
3270,first great western royal duchy,m,,toc,
3271,first great western royal wessex,m,,toc,
3272,first great western mayflower,m,,toc,
3273,first great western cornish riviera,m,,toc,
3274,first great western night riviera,m,,toc,
3275,first great western atlantic coast express,m,,toc,
3276,first great western intercity,m,,toc,
3277,first great western red dragon,m,,toc,
3278,first great western st david,m,,toc,
3279,first great western hibernian,m,,toc,
3280,first great western cathedrals express,m,,toc,
3281,first great western bristolian,m,,toc,
3282,first great western cheltenham spa express,m,,toc,
3283,first great western cheltenham flier,m,,toc,
3284,first great western pembroke coast express,m,,toc,
3285,first great western torbay express,m,,toc,
3286,first great western devon belle,m,,toc,
3287,first great western merchant venturer,m,,toc,
3288,virgin trains devon scot,m,,toc,
3289,virgin trains dorset scot,m,,toc,
3290,virgin trains sussex scot,m,,toc,
3291,virgin trains midland scot,m,,toc,
3292,virgin trains wessex scot,m,,toc,
3293,virgin trains cornish scot,m,,toc,
3294,virgin trains cornishman,m,,toc,
3295,virgin trains devonian,m,,toc,
3296,virgin trains pines express,m,,toc,
3297,virgin trains armada,m,,toc,
3298,wales and west weymouth sand and cycle explorer,m,,toc,
3299,tarka line,m,,toc,
3300,suspected damage to a railway bridge by a road vehicle,m,,disruption-reason,
3301,failure of a preceding train,m,,disruption-reason,
3302,extreme weather conditions,m,,disruption-reason,
3303,an accident to a member of the public,m,,disruption-reason,
3304,the unfortunate action of vandals,m,,disruption-reason,
3305,children playing near the line,m,,disruption-reason,
3306,the advice of the emergency services,m,,disruption-reason,
3307,an obstruction on the line,m,,disruption-reason,
3308,awaiting a connecting service,m,,disruption-reason,
3309,a technical fault to lineside equipment,m,,disruption-reason,
3310,a passenger requiring urgent attention,m,,disruption-reason,
3338,connex metro,m,,toc,
3340,croydon tramlink,e,,toc,
3351,COL,e,,station,
3355,MIJ,e,,station,
3356,MDS,e,,station,
3357,MCB,e,,station,
3359,DYC,e,,station,
3360,INR,e,,station,
3361,INS,e,,station,
3362,HNT,e,,station,
3363,KEH,e,,station,
3364,ELG,e,,station,
3365,FOR,e,,station,
3366,NRN,e,,station,
3367,FKH,e,,station,
3369,NVH,e,,station,
3370,NVN,e,,station,
3371,NRB,e,,station,
3372,NSB,e,,station,
3373,NDL,e,,station,
3374,NWD,e,,station,
3375,NUF,e,,station,
3376,OLY,e,,station,
3377,OXT,e,,station,
3378,PDW,e,,station,
3379,PMR,e,,station,
3380,PNW,e,,station,
3381,PHR,e,,station,
3382,PET,e,,station,
3383,PEV,e,,station,
3384,PEB,e,,station,
3385,PMP,e,,station,
3386,PLG,e,,station,
3387,PUO,e,,station,
3389,QRP,e,,station,
3390,"REE,RHM",e,,station,
3391,REI,e,,station,
3393,RDD,e,,station,
3394,SAF,e,,station,
3395,SNR,e,,station,
3396,SEF,e,,station,
3397,alphaline,m,,,
3398,DFI,e,,station,
3399,private charter train,m,,toc,
3400,suspected damage to a railway bridge by a road vehicle,e,,disruption-reason,
3401,failure of a preceding train,e,,disruption-reason,
3402,extreme weather conditions,e,,disruption-reason,
3403,an accident to a member of the public,e,,disruption-reason,
3404,the unfortunate action of vandals,e,,disruption-reason,
3405,children playing near the line,e,,disruption-reason,
3406,the advice of the emergency services,e,,disruption-reason,
3407,an obstruction on the line,e,,disruption-reason,
3408,awaiting a connecting service,e,,disruption-reason,
3409,a technical fault to lineside equipment,e,,disruption-reason,
3410,a passenger requiring urgent attention,e,,disruption-reason,
3428,MTC,e,,station,
3435,allow customers to alight from the train before attempting to board,w,,,
3436,note that there is more room towards the front of the train,w,,,
3437,note that there is more room towards the rear of the train,w,,,
3439,stand back from the platform edge until your train comes to a complete halt,w,,,
3440,this train stops here to set down passengers only,w,,,
3441,first class accommodation on this train,m,,,
3442,business standard accommodation is situated in the,m,,,
3443,a restaurant service is situated in the,m,,,
3444,a family carriage is situated in the,m,,,
3445,a weekend first facility is situated in the,m,,,
3446,all customers for this service must be in posession of a seat reservation,w,,,
3447,today this service will operate only as far as,s,,,
3448,can be used by standard class ticket holders,e,,,
3449,a buffet service is situated in the,m,,,
3450,first class accommodation is situated at the,m,,,
3451,business standard accommodation is situated at the,m,,,
3452,a buffet service is situated at the,m,,,
3453,a restaurant service is situated at the,m,,,
3454,a family carriage is situated at the,m,,,
3455,a weekend first facility is situated at the,m,,,
3456,first class accommodation is situated in the,m,,,
3457,please move well into the train to allow others to board,w,,,
3464,southeastern trains,e,,toc,
3475,thameslink,e,"""Thames Link""",toc,
3490,im sorry to inform you,s,,,
3491,there is no first class accommodation on this train,e,,,
3492,there is no standard class accommodation on this train,e,,,
3493,there is no smoking accommodation on this train,e,,,
3494,there is no catering service on this train,e,,,
3500,ALF,e,,station,
3501,AHS,e,,station,
3504,ABW,e,,station,
3506,ASN,e,,station,
3507,ADM,e,,station,
3508,AYP,e,,station,
3509,AHT,e,,station,
3510,AON,e,,station,
3511,ANZ,e,,station,
3512,APD,e,,station,
3513,ACT,e,,station,
3514,ASH,e,,station,
3515,AHV,e,,station,
3517,"AFK - Ashford,AFS - Ashford",e,,station,
3518,AFS,e,,station,
3519,AFK,e,,station,
3520,BOG,e,,station,
3522,BMC,e,,station,
3523,BAG,e,,station,
3524,BAB,e,,station,
3525,BAL,e,,station,
3526,BAD,e,,station,
3527,BMG,e,,station,
3528,BNH,e,,station,
3529,BNS,e,,station,
3530,BNI,e,,station,
3531,BBL,e,,station,
3532,BAK,e,,station,
3533,BAT,e,,station,
3534,BSD,e,,station,
3535,BEC,e,,station,
3536,BKJ,e,,station,
3537,BKS,e,,station,
3538,BGM,e,,station,
3539,BLM,e,,station,
3540,CLR,e,,station,
3541,CUW,e,,station,
3542,CLH,e,,station,
3543,CAM,e,,station,
3544,CBE,e,,station,
3545,CBW,e,,station,
3546,CSH,e,,station,
3547,CSB,e,,station,
3548,CAT,e,,station,
3549,CTF,e,,station,
3550,CFB,e,,station,
3551,CHG,e,,station,
3552,CTN,e,,station,
3553,CRT,e,,station,
3554,CTM,e,,station,
3555,CHE,e,,station,
3556,CLD,e,,station,
3557,CHY,e,,station,
3558,CSN,e,,station,
3559,CSS,e,,station,
3561,CIL,e,,station,
3562,CHL,e,,station,
3563,CHP,e,,station,
3564,CHK,e,,station,
3565,DNN,e,,station,
3566,DKR,e,,station,
3567,DWN,e,,station,
3568,DFD,e,,station,
3569,DAT,e,,station,
3570,DEA,e,,station,
3571,DMK,e,,station,
3572,DEP,e,,station,
3573,DLH,e,,station,
3574,DKG,e,,station,
3575,DPD,e,,station,
3576,DKT,e,,station,
3577,DMS,e,,station,
3578,DVP,e,,station,
3579,DMP,e,,station,
3580,DNG,e,,station,
3581,EAD,e,,station,
3582,"ELD,EWD",e,,station,
3584,ECR,e,,station,
3585,EDW,e,,station,
3586,EFL,e,,station,
3587,EGR,e,,station,
3588,EML,e,,station,
3589,EBN,e,,station,
3590,FLS,e,,station,
3592,FCN,e,,station,
3593,FMR,e,,station,
3594,FNN (old),e,,station,
3595,FNH,e,,station,
3596,ALM,e,,station,
3597,ACK,e,,station,
3598,ALW,e,,station,
3600,EDN,e,,station,
3601,EBR,e,,station,
3602,EBT,e,,station,
3603,EFF,e,,station,
3604,EGH,e,,station,
3605,EPH,e,,station,
3606,ELE,e,,station,
3607,ELW,e,,station,
3608,EPS,e,,station,
3609,EPD,e,,station,
3610,ERI,e,,station,
3611,ERH,e,,station,
3612,ESH,e,,station,
3613,ETC,e,,station,
3614,EWE,e,,station,
3615,EWW,e,,station,
3616,EYN,e,,station,
3619,BTT,e,,station,
3620,BLL,e,,station,
3621,BIA,e,,station,
3622,BLO,e,,station,
3623,"BMP,BRP",e,,station,
3624,CSM,e,,station,
3625,CHT,e,,station,
3626,COM,e,,station,
3627,CRB,e,,station,
3628,DNY,e,,station,
3629,DND,e,,station,
3632,DOT,e,,station,
3633,EGT,e,,station,
3635,GLS,e,,station,
3636,GTA,e,,station,
3637,CRM,e,,station,
3638,GMT,e,,station,
3639,GYP,e,,station,
3641,HID,e,,station,
3642,HTW,e,,station,
3643,HLY,e,,station,
3644,HWH,e,,station,
3645,HDB,e,,station,
3646,HEI,e,,station,
3647,KLD,e,,station,
3648,LHM,e,,station,
3649,Liverpool,e,,station,
3650,MUF,e,,station,
3651,ING,e,,station,
3652,MTO,e,,station,
3654,MSH,e,,station,
3656,NRD,e,,station,
3657,NNT,e,,station,
3658,PEG,e,,station,
3659,PRU,e,wrong pronunciation,station,
3660,"JOH,JHN",e,,station,
3661,RDM,e,,station,
3662,RUS,e,,station,
3663,SHD,e,,station,
3664,SLH,e,,station,
3665,SKS,e,,station,
3668,WRL,e,,station,
3669,WDD,e,,station,
3670,WGN,e,,station,
3670b,WGN,e,,station,
3671,WYM,e,,station,
3681,KGH,e,,station,
3685,MDE,e,,station,
3689,FNR,e,,station,
3690,FAV,e,,station,
3691,FEL (old),e,,station,
3692,FOH,e,,station,
3693,FRT,e,,station,
3694,FML,e,,station,
3695,FLW,e,,station,
3696,GLM,e,,station,
3697,GLM,e,,station,
3698,GIP,e,,station,
3699,GLY,e,,station,
3701,LHO,e,,station,
3702,VIC,e,,station,
3703,WAT,e,,station,
3704,LBT,e,,station,
3705,LNZ,e,,station,
3706,LIN,e,,station,
3707,LSN,e,,station,
3708,LVG,e,,station,
3709,LCG,e,,station,
3710,LND,e,,station,
3711,GDN,e,,station,
3712,GOM,e,,station,
3713,GRV,e,,station,
3714,GNH,e,,station,
3715,GNW,e,,station,
3716,HCB,e,,station,
3717,HAI,e,,station,
3718,HMT,e,,station,
3719,HMD,e,,station,
3720,green zone,m,,,
3721,green zone,e,,,
3722,HMW,e,,station,
3723,red zone,e,,,
3725,HNH,e,,station,
3726,HOR,e,,station,
3727,LVM,e,,station,
3728,ACL,e,,station,
3729,ALK,e,,station,
3730,MRB,e,,station,
3731,MLR,e,,station,
3732,MON,e,,station,
3734,MDL,e,,station,
3735,ATL,e,,station,
3736,BLP,e,,station,
3737,BIN,e,,station,
3738,BTF,e,,station,
3739,DLS,e,,station,
3740,WGT,e,,station,
3741,ASP,e,,station,
3742,MRY,e,,station,
3743,FLM,e,,station,
3744,WKG,e,,station,
3745,HRR,e,,station,
3746,PRN,e,,station,
3747,WTH,e,,station,
3748,BND,e,,station,
3749,BDA,e,,station,
3750,NAR,e,,station,
3751,NEL,e,,station,
3752,NHY,e,,station,
3753,NWR,e,,station,
3754,NBW,e,,station,
3755,NQU,e,,station,
3756,BGA,e,,station,
3757,CWM,e,,station,
3759,AGV,e,,station,
3760,HFD,e,,station,
3762,LUD,e,,station,
3763,CRV,e,,station,
3764,CTT,e,,station,
3766,WCH,e,,station,
3768,BRW,e,,station,
3771,OLM,e,,station,
3772,OLW,e,,station,
3773,KPA,e,,station,
3774,"MAS,MRM",e,,station,
3776,BGG,e,,station,
3777,LCN,e,,station,
3780,BFR - Blackfriars,e,,station,
3781,BKA,e,,station,
3785,ZCW,e,,station,
3786,CST - Cannon Street,e,,station,
3787,CHX - Charing Cross,e,,station,
3790,PMB,e,,station,
3791,PNA,e,,station,
3792,PIT,e,,station,
3793,PMT,e,,station,
3794,PST,e,,station,
3795,CRI,e,,station,
3796,CFT,e,,station,
3797,Dover,e,,station,
3798,DUR,e,,station,
3799,Eastfields,e,,station,
3800,ELS,e,,station,
3801,EBA,e,,station,
3802,ZFD,e,,station,
3803,FLT,e,,station,
3804,FKC - Folkestone,e,,station,
3805,GBS,e,,station,
3806,HLN,e,,station,
3807,HPD,e,,station,
3808,HEN,e,,station,
3809,KTN,e,,station,
3810,KDB,e,,station,
3811,Kings Cross Thameslink,e,,station,
3812,LAD,e,,station,
3813,LEA,e,,station,
3814,LHD,e,,station,
3815,LEE,e,,station,
3816,LEW,e,,station,
3817,CST,e,,station,
3818,CHX,e,,station,
3819,LRB,e,,station,
3820,RGW,e,,station,
3821,ROS,e,,station,
3822,LRD,e,,station,
3824,WAE,e,,station,
3825,LGJ,e,,station,
3826,LSY,e,,station,
3827,MIL,e,,station,
3828,MTG,e,,station,
3829,NBC,e,,station,
3830,NWX,e,,station,
3831,NEH,e,,station,
3834,NHD,e,,station,
3835,NXG,e,,station,
3836,ORP,e,,station,
3837,OTF,e,,station,
3838,RDT,e,,station,
3839,RVB,e,,station,
3840,SFD,e,,station,
3844,SHS,e,,station,
3845,SLA,e,,station,
3846,SGL,e,,station,
3847,STG,e,,station,
3848,RBR,e,,station,
3849,RTR,e,,station,
3850,AVM,e,,station,
3851,BSI,e,,station,
3853,BHG,e,,station,
3854,BLH,e,,station,
3855,BBG,e,,station,
3856,BLA,e,,station,
3857,BEA,e,,station,
3859,BYF,e,,station,
3860,BTS,e,,station,
3861,CBL,e,,station,
3862,CMO,e,,station,
3863,CDD,e,,station,
3866,CAG,e,,station,
3867,CEA,e,,station,
3868,COW,e,,station,
3870,UDD,e,,station,
3871,UHA,e,,station,
3872,CUH,e,,station,
3873,DAM,e,,station,
3875,DRM,e,,station,
3876,DBL,e,,station,
3877,DFE - Dunfermline,e,,station,
3878,DKD,e,,station,
3879,EDB - Edinburgh Waverley,e,,station,
3881,GLE,e,,station,
3883,GLT,e,,station,
3884,GOF,e,,station,
3885,ROE,e,,station,
3886,SEV,e,,station,
3887,SDE,e,,station,
3888,SEH,e,,station,
3890,WSR,e,,station,
3891,WHE,e,,station,
3892,WAF,e,,station,
3893,WCL,e,,station,
3894,WTA,e,,station,
3895,WBR,e,,station,
3896,BUX,e,,station,
3898,DVN,e,,station,
3899,DSL,e,,station,
3900,DVH,e,,station,
3901,FNV,e,,station,
3902,GCT,e,,station,
3904,HLI,e,,station,
3905,HTC,e,,station,
3907,RSH,e,,station,
3908,FIT,e,,station,
3909,SRT,e,,station,
3910,SID,e,,station,
3911,SGR,e,,station,
3912,CDN - Smitham,e,,station,
3913,SBM,e,,station,
3914,SCY,e,,station,
3915,SMO,e,,station,
3916,SEE,e,,station,
3917,SIH,e,,station,
3918,SLQ,e,,station,
3919,SMY,e,,station,
3920,AHD,e,,station,
3921,AYL,e,,station,
3922,AYH,e,,station,
3923,AUR,e,,station,
3924,ADW,e,,station,
3925,BEG,e,,station,
3926,BVD,e,,station,
3928,BRS,e,,station,
3929,BRK,e,,station,
3930,BTO,e,,station,
3931,BEX,e,,station,
3932,BXY,e,,station,
3933,BXH,e,,station,
3934,BKL,e,,station,
3936,BIK,e,,station,
3937,BIP,e,,station,
3940,BXW,e,,station,
3941,BCE,e,,station,
3943,BFD,e,,station,
3944,BRX,e,,station,
3945,BSR,e,,station,
3946,BCY,e,,station,
3947,BMN,e,,station,
3948,BMS,e,,station,
3949,BKO,e,,station,
3950,BUG,e,,station,
3951,BXD,e,,station,
3952,BFN,e,,station,
3953,CLA,e,,station,
3954,CLP,e,,station,
3955,CLG,e,,station,
3956,CLK,e,,station,
3957,CSD - Cobham,e,,station,
3958,CSD,e,,station,
3959,CLL,e,,station,
3960,COB,e,,station,
3961,CBR,e,,station,
3962,CDS,e,,station,
3963,CWN,e,,station,
3964,CRY,e,,station,
3965,CFT,e,,station,
3966,COH,e,,station,
3967,CWU,e,,station,
3968,CRN,e,,station,
3969,CYP,e,,station,
3970,CUX,e,,station,
3971,STP - St Pancras,e,,station,
3972,SOG,e,,station,
3973,SRC,e,,station,
3974,SRH,e,,station,
3975,STE,e,,station,
3976,SOO,e,,station,
3977,SQE,e,,station,
3978,SUC,e,,station,
3979,SUO,e,,station,
3980,SAY,e,,station,
3981,SYD,e,,station,
3982,TAD,e,,station,
3983,TAT,e,,station,
3984,TTH,e,,station,
3985,TON,e,,station,
3986,TOO,e,,station,
3987,TUH,e,,station,
3988,TBW,e,,station,
3989,UCK,e,,station,
3990,UWL,e,,station,
3991,WDO,e,,station,
3992,WAD,e,,station,
3993,WLT,e,,station,
3994,WSW,e,,station,
3995,WWR,e,,station,
3996,WPE,e,,station,
3997,WNH,e,,station,
3998,WAE,e,,station,
4000,APS,m,,station,
4001,AWM,m,,station,
4002,BDK,m,,station,
4003,BNG,m,,station,
4004,BIF,m,,station,
4005,BKM,m,,station,
4006,BIW,m,,station,
4007,BCH,m,,station,
4008,BKH,m,,station,
4009,BLY,m,,station,
4010,BRG,m,,station,
4011,BWO,m,,station,
4012,CPK,m,,station,
4013,CED,m,,station,
4014,CSW,m,,station,
4015,CIT,m,,station,
4016,Dunfermline East,m,,station,
4017,ESD,m,,station,
4018,ELY,m,,station,
4019,FNB,m,,station,
4020,DOW,m,,station,
4021,FKC,m,,station,
4022,FKW,m,,station,
4023,FXN,m,,station,
4024,GSN,m,,station,
4025,GRP,m,,station,
4026,HMT,m,,station,
4027,HDN,m,,station,
4028,HRM,m,,station,
4029,HRW,m,,station,
4030,HTE,m,,station,
4031,HYS,m,,station,
4032,HCN,m,,station,
4033,HDL,m,,station,
4034,HML,m,,station,
4035,HNB,m,,station,
4036,HFN,m,,station,
4037,HGM,m,,station,
4038,HLB,m,,station,
4039,HGR,m,,station,
4040,HBN,m,,station,
4041,HHD,m,,station,
4042,HWI - Bolton,m,,station,
4043,HWI,m,,station,
4044,"HOZ,HWW",m,,station,
4045,KSN,m,,station,
4046,KTH,m,,station,
4047,KNT,m,,station,
4048,KGL,m,,station,
4049,KBW,m,,station,
4050,KCK,m,,station,
4051,LBZ,m,,station,
4052,LEN,m,,station,
4053,LET - Letchworth,m,,station,
4054,LTP,m,,station,
4055,London Kings Cross St Pancras,m,,station,
4056,LBK,m,,station,
4057,LGF,m,,station,
4058,LTN,m,,station,
4059,MDE,m,,station,
4060,MDB,m,,station,
4061,MDW,m,,station,
4062,MRN,m,,station,
4063,MAR,m,,station,
4064,MTM,m,,station,
4065,MZH,m,,station,
4066,MEL,m,,station,
4067,MEP,m,,station,
4068,MKC,m,,station,
4069,MSR,m,,station,
4070,NEH,m,,station,
4071,NHE,m,,station,
4072,NGT,m,,station,
4073,NFL,m,,station,
4074,NMP,m,,station,
4075,ORE,m,,station,
4076,PKT,m,,station,
4077,PNE,m,,station,
4078,PLU,m,,station,
4079,PBR,m,,station,
4080,QBR,m,,station,
4081,QRB,m,,station,
4082,"RNM,RAI",m,,station,
4083,RAM,m,,station,
4084,RAY,m,,station,
4085,RYS,m,,station,
4086,RUG,m,,station,
4087,RYE,m,,station,
4088,SDG,m,,station,
4089,SDW,m,,station,
4090,SDY,m,,station,
4091,SFR,m,,station,
4092,SSS,m,,station,
4093,SPH,m,,station,
4094,STH,m,,station,
4095,SDC - Shoreditch,m,,station,
4096,SEH,m,,station,
4097,SIT,m,,station,
4098,SDA,m,,station,
4099,SWO,m,,station,
4100,SOR,m,,station,
4101,SOK,m,,station,
4102,SAA,m,,station,
4103,SNO,m,,station,
4104,SPU,m,,station,
4105,SCG,m,,station,
4106,SBP,m,,station,
4107,STU,m,,station,
4108,SUP,m,,station,
4109,SWL,m,,station,
4110,SWM,m,,station,
4111,SYH,m,,station,
4112,TOK,m,,station,
4113,TEY,m,,station,
4114,TRI,m,,station,
4115,WAM,m,,station,
4116,WBC,m,,station,
4117,WTR,m,,station,
4118,WFH,m,,station,
4119,WFJ,m,,station,
4120,WFN,m,,station,
4121,WTG (old),m,,station,
4122,WGC,m,,station,
4123,WLW,m,,station,
4124,WMB,m,,station,
4125,WDU,m,,station,
4126,WMA,m,,station,
4127,WWI,m,,station,
4128,WCB,m,,station,
4129,WHA,m,,station,
4130,WGA,m,,station,
4131,WHI,m,,station,
4132,WIJ,m,,station,
4133,WSE,m,,station,
4134,WDM,m,,station,
4135,WOL,m,,station,
4136,WWA,m,,station,
4137,WWD,m,,station,
4138,WYE,m,,station,
4139,YAL,m,,station,
4140,WGN,m,,station,
4141,DOW,m,,station,
4142,SAJ,m,,station,
4143,KMS,m,,station,
4144,KML,m,,station,
4145,BFR,m,,station,
4147,ANC,m,,station,
4148,CMR,m,,station,
